Name,Dirct1,Prodc1,Distributor,Cinematographer1,Actor1,Actor2,Actor3,Actor4,Actor5,Genre,us.year,us.quarter,domestic_bo,budget_nielsen,budget_numbers,director_imm,director_continent,director_country,director_gender,director_race,international_bo,topstar,Release_year,cluster_tfidf_first,cluster_tfidf_second,cluster_lda_major_first,cluster_lda_major_second,cluster_lda_major_second_finer
Pump Up the Volume,Allan Moyle,Rupert Harvey,Alliance Films,Walt Lloyd,Christian Slater,Samantha Mathis,Ellen Greene,Scott Paulin,Mimi Kennedy,Drama,1990,,11534231.0,6000000.0,,,,,,,,0,1990,1,15,21,18,2
Puppet Master III: Toulon's Revenge,David DeCoteau,John Schouweiler,,Adolfo Bartoli,Guy Rolfe,Richard Lynch,Ian Abercrombie,Sarah Douglas,Walter Gotell,Fantasy,1991,,,2000000.0,,Native-born,North America (US),US,Male,,,0,1991,16,20,8,5,19
Q&A,Sidney Lumet,Arnon Milchan,TriStar Pictures,Andrzej Bartkowiak,Nick Nolte,Timothy Hutton,Armand Assante,Patrick O'Neal,Lee Richardson,Drama,1990,,10509621.0,16000000.0,,Native-born,North America (US),US,,,,1,1990,16,20,6,18,2
Quick Change,Bill Murray,Robert Greenhut,,Michael Chapman,Bill Murray,Geena Davis,Jason Robards,Randy Quaid,Bob Elliott,Comedy,1990,,14000160.0,25000000.0,,,,,,,,1,1990,13,18,6,18,7
Quigley Down Under,Simon Wincer,Alexandra Rose,MGM,David Eggby,Tom Selleck,Laura San Giacomo,Alan Rickman,Chris Haywood,Ron Haddrick,Action,1990,,20088194.0,25000000.0,20000000.0,Foreign-born,,Australian ,,,,1,1990,16,13,13,18,2
Rapid Fire,David A Prior,David Marriott,,Peter Maibaum,Joe Spinell,Dawn Tanner,Ron Waldron,Michael Wayne,Douglas Harter,Adventure,1990,,,1500000.0,,,,,,,,0,1992,6,4,14,18,2
Rapid Fire,Dwight Little,Robert Lawrence,20th Century Fox,Ric Waite,Brandon Lee,Powers Boothe,Nick Mancuso,Raymond J. Barry,Kate Hodge,Action,1992,,13575684.0,17000000.0,,Native-born,North America (US),US,Male,,,0,1992,6,4,14,18,2
Repossessed,Bob Logan,Steve Wizan,Alliance Films,Michael D Margulies,Linda Blair,Leslie Nielsen,Ned Beatty,Anthony Starke,Lana Schwab,Comedy,1990,,1337331.0,7500000.0,,Native-born,North America (US),US,Male,,,1,1990,19,13,8,18,21
Revenge,Tony Scott,Hunt Lowry,Sony Pictures,Jeffrey L Kimball,Kevin Costner,Anthony Quinn,Madeleine Stowe,Tomas Milian,Joaquin Martinez,Action,1990,,15053034.0,15000000.0,,Foreign-born,,,,,,1,1990,0,17,6,18,16
Reversal of Fortune,Barbet Schroeder,Edward R. Pressman,Warner Bros.,Luciano Tovoli,Glenn Close,Jeremy Irons,Ron Silver,Annabella Sciorra,Uta Hagen,Biopic,1990,,10540675.0,12000000.0,,Foreign-born,Asia,Iran,Male,Caucasian,,1,1990,5,6,14,8,12
Robot Jox,Stuart Gordon,Albert Band,Triumph Releasing,Mac Ahlberg,Gary Graham,Anne-Marie Johnson,Paul Koslo,Robert Sampson,Danny Kamekona,Action,1990,,995764.0,7000000.0,,Native-born,North America (US),US,,,,0,1990,17,1,17,7,2
Rocky V,John G. Avildsen,Irwin Winkler,MGM,Steven Poster,Sylvester Stallone,Talia Shire,Burt Young,Sage Stallone,Burgess Meredith,Action,1990,,40123474.0,34500000.0,,,,,,,79000000.0,1,1990,17,1,8,5,33
Scorchers,David Beaird,Morrie Eisenman,,Peter Deming,Emily Lloyd,Jennifer Tilly,Leland Crooke,Faye Dunaway,James Earl Jones,Adaptation,1991,,,5300000.0,,Native-born,North America (US),US,,,,1,1991,7,8,21,19,25
Sibling Rivalry,Carl Reiner,David V Lester,Sony Pictures,Reynaldo Villalobos,Kirstie Alley,Bill Pullman,Carrie Fisher,Jami Gertz,Scott Bakula,Comedy,1990,,16764239.0,16000000.0,,,,,,,,1,1990,3,14,11,8,37
Side Out,Peter Israelson,Gary Foster,TriStar Pictures,Ron Garcia,C. Thomas Howell,Peter Horton,Christopher Rydell,Harley Jane Kozak,Courtney Thorne-Smith,Action,1990,,403357.0,10000000.0,,,,,,,,0,1990,0,17,22,18,2
Slumber Party Massacre 3,Sally Mattison,Catherine Cyran,Concorde Productions,Jurgen Baum,Keely Christian,Brittain Frye,M K Harris,David Greenlee,Maria Ford,Horror,1990,,,4000000.0,,,,,,,,0,1990,18,10,6,18,16
Soultaker,Michael Rissi,Eric Parkinson,Creative Thinking,James A Rosenthal,Joe Estevez,Vivian Schilling,Gregg Thomsen,Robert Z'Dar,David Shark,Fantasy,1990,,43982.0,9000000.0,,,,,,,,0,1990,22,19,16,13,2
Spaced Invaders,Patrick Read Johnson,Luigi G Cingolani,Walt Disney,James L Carter,Douglas Barr,Royal Dano,Ariana Richards,J J Anderson,Gregg Berger,Adventure,1990,,15369573.0,6000000.0,3000000.0,Native-born,North America (US),US,,,,0,1990,9,7,6,18,2
Spontaneous Combustion,Tobe Hooper,Jim Rogers,Taurus Entertainment Company,Levie Isaacks,Brad Dourif,Melinda Dillon,Cynthia Bain,Jon Cypher,William Prince,Drama,1990,,,5500000.0,,Native-born,North America (US),US,Male,Caucasian,,0,1990,7,21,8,12,5
State of Grace,Phil Joanou,Michael Hausman,Orion Pictures,Jordan Cronenweth,Sean Penn,Ed Harris,Gary Oldman,Robin Wright,John Turturro,Crime,1990,,1869451.0,22300000.0,,Native-born,North America (US),US,Male,Caucasian,,1,1990,6,20,21,5,32
Stella,John Erman,Samuel Goldwyn Jr.,Walt Disney,Billy Williams,Bette Midler,John Goodman,Stephen Collins,Trini Alvarado,Marsha Mason,Comedy,1990,,20062347.0,17500000.0,,,,,,,,1,1990,4,11,10,3,2
Strike It Rich,James Scott,Christine Oestreicher,Millimeter Films,Robert Paynter,,,,,,Comedy,1990,,177934.0,4000000.0,,,,,,,,0,1990,8,8,11,22,34
Taking Care of Business,Arthur Hiller,Geoffrey Taylor,Hollywood Pictures,David Walsh,Jim Belushi,Charles Grodin,Anne DeSalvo,Loryn Locklin,Stephen Elliott,Comedy,1990,,20002508.0,16300000.0,,Foreign-born,North America (Canada),Canada,,,,0,1990,22,19,4,5,18
Teenage Mutant Ninja Turtles,Steve Barron,Kim Dawson,Alliance Films,John Fenner,Judith Hoag,Elias Koteas,Michael Turney,Jay Patterson,Josh Pais,Action,1990,,133145682.0,13500000.0,13500000.0,Foreign-born,Europe,Ireland,Male,Caucasian,66734085.0,0,1990,21,5,8,18,19
Texasville,Peter Bogdanovich,Barry Spikings,Sony Pictures,Nicholas Von Sternberg,Jeff Bridges,Cybill Shepherd,Annie Potts,Timothy Bottoms,Cloris Leachman,Drama,1990,,1928025.0,18000000.0,,Native-born,North America (US),US,Male,Caucasian,,1,1990,14,16,16,5,16
The Adventures of Ford Fairlane,Renny Harlin,Joel Silver,20th Century Fox,Oliver Wood,Andrew Dice Clay,Wayne Newton,Priscilla Presley,Morris Day,Lauren Holly,Action,1990,,19878670.0,16500000.0,49000000.0,Foreign-born,Europe,Finland,Male,Caucasian,,0,1990,6,20,6,22,2
The Bonfire of the Vanities,Brian De Palma,Brian De Palma,,Vilmos Zsigmond,,,,,,Comedy,1990,,14988167.0,38000000.0,,Native-born,North America (US),US,Male,Caucasian,,0,1990,22,19,16,18,2
The Dark Side of the Moon,D J Webster,Keith Walley,,Russ Alsobrook,Will Bledsoe,Alan Blumenfeld,John Diehl,Robert Sampson,Wendy McDonald,Sci-Fi,1990,,,5000000.0,,,,,,,,0,1990,7,21,16,18,4
The End of Innocence,Dyan Cannon,Thom Tyson,,Alex Nepomniaschy,Dyan Cannon,John Heard,George Coe,Lola Mason,Rebecca Schaeffer,Drama,1990,,16475.0,5800000.0,,,,,,,,0,1990,7,21,8,1,45
The Final Sanction,David A Prior,David Marriott,,Andrew Parke,Robert Z'Dar,Ted Prior,Renee Cline,David Fawcett,William Smith,Action,1990,,,2000000.0,,,,,,,,0,1990,17,1,21,18,27
The First Power,Robert Resnikoff,David Madden,Orion Pictures,Theo van de Sande,Lou Diamond Phillips,Tracy Griffith,Jeff Kober,Mykelti Williamson,Elizabeth Arlen,Thriller,1990,,20596051.0,9000000.0,,,,,,,,0,1990,2,20,17,7,14
The Freshman,Andrew Bergman,Mike Lobell,TriStar Pictures,William A Fraker,Marlon Brando,Matthew Broderick,Penelope Ann Miller,Bruno Kirby,Frank Whaley,Adventure,1990,,20690903.0,17500000.0,,Native-born,North America (US),US,,,,1,1990,13,18,10,12,44
The Game,Cole McKay,Tom B Jenssen,,James Mathers,Joseph Campanella,Tadashi Yamashita,Marc Fiorini,Robert Elliot,Burr DeBenning,Action,1990,,,,,,,,,,,0,1997,2,13,16,18,29
The Game,Stefan Avalos,Manuel Avalos,,Jack Bromiley,Stephen Wastell,Mark Gorman,Margaret LaMonica,,,Thriller,1994,,,200000.0,,Native-born,North America (US),US,Male,,,0,1997,2,13,16,18,29
The Game,David Fincher,Steve Golin,Polygram,Harris Savides,Michael Douglas,Sean Penn,Deborah Kara Unger,James Rebhorn,Peter Donat,Thriller,1997,,48265581.0,73005000.0,50000000.0,Native-born,North America (US),US,,,32104389.0,1,1997,2,13,16,18,29
The Grifters,Stephen Frears,Martin Scorsese,Miramax,Oliver Stapleton,,,,,,Crime,1990,,10100000.0,12500000.0,,Foreign-born,Europe,United Kingdom,Male,Caucasian,,0,1990,14,16,7,18,2
The Guardian,William Friedkin,Joe Wizan,Universal,John Alonzo,Ice-T,Daniel Hugh Kelly,Jenny Seagrove,Dwier Brown,Carey Lowell,Thriller,1990,,16140440.0,12500000.0,,Native-born,North America (US),US,Male,Caucasian,,0,1990,18,10,6,18,16
The Guardian,William Friedkin,Joe Wizan,Universal,John Alonzo,Ice-T,Daniel Hugh Kelly,Jenny Seagrove,Dwier Brown,Carey Lowell,Thriller,1990,,16140440.0,12500000.0,,Native-born,North America (US),US,Male,Caucasian,,0,2006,1,15,6,0,2
The Guardian,John Terlesky,Paul Hertzberg,,,Ice-T,Mario Van Peebles,James Remar,Karina Lombard,,Action,2001,,,,,Native-born,North America (US),US,,,,0,1990,18,10,6,18,16
The Guardian,John Terlesky,Paul Hertzberg,,,Ice-T,Mario Van Peebles,James Remar,Karina Lombard,,Action,2001,,,,,Native-born,North America (US),US,,,,0,2006,1,15,6,0,2
The Guardian,Andrew Davis,Tripp Vinson,Walt Disney,Stephen St John,Kevin Costner,Ashton Kutcher,Neal McDonough,Melissa Sagemiller,Clancy Brown,Action,2006,3.0,54983983.0,70000000.0,70000000.0,Native-born,North America (US),US,,,39961808.0,1,1990,18,10,6,18,16
The Guardian,Andrew Davis,Tripp Vinson,Walt Disney,Stephen St John,Kevin Costner,Ashton Kutcher,Neal McDonough,Melissa Sagemiller,Clancy Brown,Action,2006,3.0,54983983.0,70000000.0,70000000.0,Native-born,North America (US),US,,,39961808.0,1,2006,1,15,6,0,2
The Handmaid's Tale,Volker Schlöndorff,Daniel Wilson,Cinecom International Films,Igor Luther,Natasha Richardson,Robert Duvall,Faye Dunaway,Aidan Quinn,Elizabeth McGovern,Adaptation,1990,,1200000.0,9800000.0,,Foreign-born,Europe,Germany,Male,Caucasian,,1,1990,7,21,6,18,2
The Hot Spot,Dennis Hopper,Paul Lewis,Orion Pictures,Ueli Steiger,Don Johnson,Virginia Madsen,Jennifer Connelly,Charles Martin Smith,William Sadler,Adaptation,1990,,1206153.0,10000000.0,,,,,,,,1,1990,22,19,17,5,15
The Hunt for Red October,John McTiernan,Mace Neufeld,Paramount Pictures,Jan de Bont,,,,,,Thriller,1990,,119100714.0,37500000.0,30000000.0,Native-born,North America (US),US,,,79790134.0,0,1990,2,13,2,18,18
The Kill-Off,Maggie Greenwald,Lydia Pilcher,Cabriolet Films,Declan Quinn,Loretta Gross,Andrew Lee Barrett,Jackson Sims,Steve Monroe,Cathy Haase,Adaptation,1990,,,,,,,,Female,Caucasian,,0,1990,8,3,0,13,36
The Last of the Finest,John MacKenzie,John Davis,,Juan Ruiz-Anchia,Brian Dennehy,Joe Pantoliano,Jeff Fahey,Bill Paxton,Michael C Gwynne,Drama,1990,,991304.0,13700000.0,,,,,,,,1,1990,13,18,1,18,2
The Lemon Sisters,Joyce Chopra,Joseph J Kelly,Miramax,Bobby Byrne,Diane Keaton,Carol Kane,Kathryn Grody,Elliott Gould,Aidan Quinn,Comedy,1990,,2955000.0,8000000.0,,Native-born,North America (US),US,Female,,,1,1990,9,7,5,12,36
The Long Walk Home,Richard Pearce,Hawk Koch,Miramax,Roger Deakins,Whoopi Goldberg,Sissy Spacek,Dwight Schultz,Ving Rhames,Dylan Baker,Drama,1990,,1800000.0,,,,,,,,,1,1990,10,21,8,18,2
The Rescuers Down Under,Hendel Butoy,Thomas Schumacher,Walt Disney,,,,,,,Adventure,1990,,27792655.0,17500000.0,,,,,,,19500000.0,0,1990,19,4,1,18,18
The Rookie,Clint Eastwood,David Valdes,Warner Bros.,Jack N Green,Clint Eastwood,Charlie Sheen,Raul Julia,Sónia Braga,Tom Skerritt,Action,1990,,20254857.0,25000000.0,,Native-born,North America (US),US,Male,Caucasian,,1,1990,16,20,6,18,2
The Rookie,Clint Eastwood,David Valdes,Warner Bros.,Jack N Green,Clint Eastwood,Charlie Sheen,Raul Julia,Sónia Braga,Tom Skerritt,Action,1990,,20254857.0,25000000.0,,Native-born,North America (US),US,Male,Caucasian,,1,2002,12,22,20,18,2
The Rookie,John Lee Hancock,Gordon Gray,Walt Disney,John Schwartzman,Dennis Quaid,Rachel Griffiths,Jay Hernandez,Beth Grant,Angus T. Jones,Biopic,2002,1.0,75597042.0,24000000.0,22000000.0,Native-born,North America (US),US,Male,Caucasian,4891444.0,1,1990,16,20,6,18,2
The Rookie,John Lee Hancock,Gordon Gray,Walt Disney,John Schwartzman,Dennis Quaid,Rachel Griffiths,Jay Hernandez,Beth Grant,Angus T. Jones,Biopic,2002,1.0,75597042.0,24000000.0,22000000.0,Native-born,North America (US),US,Male,Caucasian,4891444.0,1,2002,12,22,20,18,2
The Russia House,Fred Schepisi,Fred Schepisi,MGM,Ian Baker,,,,,,Action,1990,,22583018.0,21800000.0,,,,,,,,0,1990,0,17,6,18,2
The Shrimp on the Barbie,Michael Gottlieb,R Ben Efraim,Unity Pictures Corporation,James Bartle,Cheech Marin,Emma Samms,Bruce Spence,Vernon Wells,Carole Raphaelle Davis,Comedy,1990,,402150.0,5500000.0,,Native-born,North America (US),US,,,,0,1990,4,3,20,18,2
The Two Jakes,Jack Nicholson,Robert Evans,Paramount Pictures,Vilmos Zsigmond,Jack Nicholson,Harvey Keitel,Meg Tilly,Madeleine Stowe,Eli Wallach,Crime,1990,,9362365.0,35000000.0,,,,,,,,1,1990,5,6,8,18,37
The Witches,Nicolas Roeg,Mark Shivas,,Harvey Harrison,,,,,,Fantasy,1990,,8737687.0,8000000.0,,,,,,,5000000.0,0,1990,19,13,1,5,41
Total Recall,Paul Verhoeven,Buzz Feitshans,TriStar Pictures,Jost Vacano,Arnold Schwarzenegger,Rachel Ticotin,Sharon Stone,Ronny Cox,Michael Ironside,Action,1990,,117778454.0,60100000.0,65000000.0,Foreign-born,Europe,Netherlands,Male,Caucasian,142005161.0,1,1990,2,20,6,5,15
Tremors,Ron Underwood,Brent Maddock,Universal,Alexander Gruszynski,Kevin Bacon,Fred Ward,Finn Carter,Michael Gross,Reba McEntire,Horror,1990,,15474065.0,11000000.0,10000000.0,Native-born,North America (US),US,,,,1,1990,2,20,6,18,18
White Palace,Luis Mandoki,Amy Robinson,Universal,Lajos Koltai,Susan Sarandon,James Spader,Jason Alexander,Kathy Bates,Eileen Brennan,Comedy,1990,,16854183.0,15000000.0,,Foreign-born,,Mexican,,,,1,1990,18,3,6,18,2
Wild Orchid,Zalman King,Mark Damon,Triumph Releasing,Gale Tattersall,Mickey Rourke,Jacqueline Bisset),Carre Otis,Assumpta Serna,Bruce Greenwood,Drama,1990,,10721808.0,10000000.0,,,,,,,,1,1990,0,17,17,17,2
Young Guns II,Geoff Murphy,Irby Smith,20th Century Fox,Dean Semler,Emilio Estevez,Lou Diamond Phillips,Kiefer Sutherland,Christian Slater,William Petersen,Action,1990,,40445599.0,16000000.0,,Foreign-born,,New Zealand,,,,1,1990,6,4,4,18,2
29th Street,George Gallo,David Permut,,Steven Fierberg,Danny Aiello,Lainie Kazan,Anthony LaPaglia,Robert Forster,Frank Pesce,Action,1991,,1840532.0,9800000.0,,Native-born,North America (US),US,Male,Caucasian,,1,1991,3,14,14,4,39
A Kiss Before Dying,James Dearden,Robert Lawrence,Universal,Mike Southon,Matt Dillon,Sean Young,Max von Sydow,Joie Lee,Diane Ladd,Crime,1991,,14743575.0,19000000.0,,Foreign-born,Europe,United Kingdom,Male,Caucasian,,1,1991,18,10,6,18,2
Across the Tracks,Sandy Tung,"Dale ""Chip"" Rosenbloom",Rosenbloom Entertainment,Michael Delahoussaye,Ricky Schroder,Brad Pitt,David Anthony Marshall,Carrie Snodgress,John K Linton,Drama,1991,,,,,Native-born,North America (US),US,Male,Asian,,1,1991,1,15,16,18,2
American Ninja 4: The Annihilation,Cedric Sundstrom,Christopher Pearce,,Joseph Wein,Michael Dudikoff,David Bradley,James Booth,Dwayne Alexandre,Robin Stille,Action,1991,,277462.0,4000000.0,,,,,,,,0,1990,2,4,4,18,2
An American Tail: Fievel Goes West,Phil Nibbelink,Steven Spielberg,Universal,,Jack Angel,Fausto Bara,Vanna Bonta,Philip Clarke,Jennifer Darling,Animated,1991,,20206489.0,17000000.0,,Native-born,North America (US),US,,,,0,1991,19,13,11,18,37
Another You,Maurice Phillips,Ziggy Steinberg,TriStar Pictures,Victor J Kemper,Gene Wilder,Richard Pryor,Mercedes Ruehl,Stephen Lang,Vanessa Williams,Comedy,1991,,2516301.0,16500000.0,,,,,,,,1,1991,6,20,20,15,44
At Play in the Fields of the Lord,Hector Babenco,Saul Zaentz,Universal,Lauro Escorel,Tom Berenger,John Lithgow,Daryl Hannah,Aidan Quinn,Tom Waits,Adaptation,1991,,1269005.0,35000000.0,,Foreign-born,Latin America,Argentina,Male,Latinx/Hispanic,,1,1991,16,16,18,8,26
Backdraft,Ron Howard,Richard Barton Lewis,Universal,Mikael Salomon,Kurt Russell,William Baldwin,Robert De Niro,Donald Sutherland,Jennifer Jason Leigh,Action,1991,,75728630.0,35000000.0,,Native-born,North America (US),US,Male,Caucasian,74500000.0,1,1991,4,11,16,5,37
Barton Fink,Joel Coen,Ethan Coen,20th Century Fox,Roger Deakins,John Turturro,John Goodman,Judy Davis,Michael Lerner,John Mahoney,Comedy,1991,,5708393.0,12000000.0,,Native-born,North America (US),US,Male,Caucasian,,1,1991,0,17,11,18,2
Beauty and the Beast,Kirk Wise,Don Hahn,Walt Disney,,,,,,,Animated,1991,,47611331.0,15000000.0,20000000.0,Native-born,North America (US),US,,,232373866.0,0,1991,21,5,21,12,2
Beauty and the Beast,Kirk Wise,Don Hahn,Walt Disney,,,,,,,Animated,1991,,47611331.0,15000000.0,20000000.0,Native-born,North America (US),US,,,232373866.0,0,1992,4,11,6,14,16
Bill & Ted's Bogus Journey,Peter Hewitt,Scott Kroopf,Orion Pictures,Oliver Wood,Keanu Reeves,Alex Winter,William Sadler,Joss Ackland,Pam Grier,Adventure,1991,,38014738.0,24700000.0,20000000.0,,,,,,,1,1991,7,3,6,5,2
Billy Bathgate,Robert Benton,Arlene Donovan,Walt Disney,Nestor Almendros,Dustin Hoffman,Nicole Kidman,Loren Dean,Bruce Willis,Steven Hill,Biopic,1991,,15538407.0,54000000.0,,Native-born,North America (US),US,,,,1,1991,13,18,21,18,2
Bingo,Matthew Robbins,Thomas Baer,TriStar Pictures,John McPherson,Cindy Williams,David Rasche,Robert J Steinmiller Jr.,Kurt Fuller,Joe Guzaldo,Adventure,1991,,7437351.0,9000000.0,,Native-born,North America (US),US,,,,0,1991,0,17,20,18,2
Black and White,Boris Frumin,Cornelia Burnham,,Vladimir Ilyin,Elena Shevchenko,Gilbert Giles,Patrick Godfrey,Gina Delio,Julien Penn,Drama,1992,,,,,Foreign-born,,Latvian,,,,0,1999,0,17,11,5,2
Black and White,James Toback,Michael Mailer,Sony Pictures,David Ferrara,Robert Downey Jr.,Scott Caan,Stacy Edwards,Gaby Hoffmann,Jared Leto,Drama,2000,2.0,5241315.0,7150000.0,10000000.0,,,,,,,1,1999,0,17,11,5,2
Blue Desert,Bradley Battersby,David Andrew Peters,First Look Pictures,Paul Murphy,D.B. Sweeney,Courteney Cox,Craig Sheffer,Philip Baker Hall,Sandy Ward,Thriller,1991,,,,,Native-born,North America (US),US,,,,1,1991,7,21,10,6,20
Book of Love,Robert Shaye,,Alliance Films,Peter Deming,Keith Coogan,Aeryk Egan,Josie Bissett,Tricia Leigh Fisher,Danny Nucci,Comedy,1991,,1382033.0,3500000.0,,Native-born,North America (US),US,Male,,,0,2002,21,5,16,9,22
Book of Love,Robert Shaye,,Alliance Films,Peter Deming,Keith Coogan,Aeryk Egan,Josie Bissett,Tricia Leigh Fisher,Danny Nucci,Comedy,1991,,1382033.0,3500000.0,,Native-born,North America (US),US,Male,,,0,2004,7,3,1,16,2
Book of Love,Alan Brown,Robert Ahrens,,William Rexer,,,,,,Drama,2004,,,,,Native-born,North America (US),US,,,,0,2002,21,5,16,9,22
Book of Love,Alan Brown,Robert Ahrens,,William Rexer,,,,,,Drama,2004,,,,,Native-born,North America (US),US,,,,0,2004,7,3,1,16,2
Bugsy,Barry Levinson,Mark Johnson,TriStar Pictures,Allen Daviau,Warren Beatty,Annette Bening,Harvey Keitel,Ben Kingsley,Elliott Gould,Crime,1991,,48165109.0,40000000.0,,Native-born,North America (US),US,Male,Caucasian,,1,1991,13,18,16,18,2
Cadence,Martin Sheen,Richard Davis,New Line Cinema,Richard Leiterman,Charlie Sheen,Martin Sheen,F. Murray Abraham,Laurence Fishburne,Blu Mankuma,Drama,1991,,2057000.0,8500000.0,,,,,,,,1,1990,19,13,6,18,2
Cape Fear,Martin Scorsese,Barbara De Fina,Universal,Freddie Francis,Robert De Niro,Nick Nolte,Jessica Lange,Juliette Lewis,Joe Don Baker,Thriller,1991,,76377472.0,31000000.0,35000000.0,Native-born,North America (US),US,Male,Caucasian,103200000.0,1,1991,12,22,19,18,2
Career Opportunities,Bryan Gordon,Hunt Lowry,Universal,Donald M McAlpine,Frank Whaley,Jennifer Connelly,Dermot Mulroney,Kieran Mulroney,John M Jackson,Comedy,1991,,10979645.0,15000000.0,,,,,,,,1,1991,4,3,9,14,2
Child's Play 3,Jack Bender,Robert Latham Brown,Universal,John R. Leonetti,Justin Whalin,Perrey Reeves,Jeremy Sylvers,Travis Fine,Dean Jacobson,Horror,1991,,13526840.0,14000000.0,,Native-born,North America (US),US,,,5600000.0,0,1991,2,4,17,18,2
Chopper Chicks in Zombietown,Dan Hoskins,Maria Snyder,Troma Entertainment,Tom Fraser,Jamie Rose,Catherine Carlin,Kristina Loggia,Martha Quinn,Don Calfa,Action,1991,,,1700000.0,,,,,,,,0,1991,13,18,1,18,16
City of Hope,John Sayles,Sarah Green,,Robert Richardson,,,,,,Drama,1991,,1339620.0,3300000.0,,,,,,,,0,1991,11,12,8,4,30
City Slickers,Ron Underwood,Irby Smith,Sony Pictures,Dean Semler,Billy Crystal,Daniel Stern,Bruno Kirby,Patricia Wettig,Helen Slater,Adventure,1991,,119828215.0,26500000.0,,Native-born,North America (US),US,,,,1,1991,19,21,7,16,2
Class Action,Michael Apted,Ted Field,20th Century Fox,Conrad L. Hall,Gene Hackman,Mary Elizabeth Mastrantonio,Colin Friels,Joanna Merlin,Laurence Fishburne,Drama,1991,,23940341.0,21000000.0,,Foreign-born,Europe,United Kingdom,Male,Caucasian,,1,1991,22,19,20,13,42
Closet Land,Radha Bharadwaj,Janet Meyers,Universal,Bill Pope,Madeleine Stowe,Alan Rickman,,,,Drama,1991,,225671.0,2500000.0,,,,,,,,1,1991,11,12,18,16,2
Company Business,Nicholas Meyer,Steven Charles Jaffe,MGM,Gerry Fisher,Gene Hackman,Mikhail Baryshnikov,Kurtwood Smith,Terry O'Quinn,Daniel von Bargen,Action,1991,,1443690.0,15000000.0,,,,,,,,1,1991,13,18,22,22,2
Curly Sue,John Hughes,John Hughes,,Jeffrey L Kimball,Jim Belushi,Kelly Lynch,Alisan Porter,John Getz,Fred Thompson,Comedy,1991,,29710165.0,30000000.0,,,,,,,,0,1991,15,9,20,4,15
Dead Again,Kenneth Branagh,Lindsay Doran,Paramount Pictures,Matthew Leonetti,,,,,,Thriller,1991,,35549574.0,15000000.0,,Foreign-born,Europe,United Kingdom,Male,Caucasian,,0,1991,6,4,6,5,32
Deceived,Damian Harris,Michael Finnell,Walt Disney,Jack N Green,Goldie Hawn,John Heard,Damon Redfern,Charles Kassatly,Tom Irwin,Drama,1991,,28712056.0,19400000.0,,Foreign-born,Europe,United Kingdom,Male,Caucasian,,1,1991,15,9,16,18,2
Defending Your Life,Albert Brooks,Michael Grillo,Warner Bros.,Allen Daviau,Albert Brooks,Meryl Streep,Rip Torn,Lee Grant,Buck Henry,Comedy,1991,,16156857.0,18000000.0,,,,,,,,1,1991,19,21,6,18,2
Defenseless,Martin Campbell,Renee Missel,Seven Arts Entertainment,,Barbara Hershey,Sam Shepard,Mary Beth Hurt,J.T. Walsh,Kellie Overbey,Mystery,1991,,6411877.0,7000000.0,,Foreign-born,Oceania,New Zealand,Male,Caucasian,,0,1991,5,6,20,20,11
