Name,Dirct1,Prodc1,Distributor,Cinematographer1,Actor1,Actor2,Actor3,Actor4,Actor5,Genre,us.year,us.quarter,domestic_bo,budget_nielsen,budget_numbers,director_imm,director_continent,director_country,director_gender,director_race,international_bo
Danny Roane: First Time Director,Andy Dick,Chris Romano,NA,Ben Gamble,Andy Dick,Sara Rue,Bob Odenkirk,Ben Stiller,Paul Henderson,Comedy,2006,NA,NA,NA,NA,Native-born,North America (US),US,NA,NA,NA
Dark Remains,Brian Avenet-Bradley,Laurence Avenet-Bradley,NA,Laurence Avenet-Bradley,Cheri Christian,Greg Thompson,Scott Hodges,Rachael Rollins,Jeff Evans,Horror,2006,NA,NA,NA,NA,NA,NA,NA,Male,NA,NA
Dark Ride,Craig Singer,Dan Bickel,Lionsgate,NA,Jamie-Lynn Sigler,Patrick Renna,Alex Solowitz,Andrea Bogart,Jennifer Tisdale,Horror,2006,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darwin Awards,Finn Taylor,Jane Sindell,MGM,Hiro Narita,Winona Ryder,Joseph Fiennes,David Arquette,Jeffrey Tambor,Tim Blake Nelson,Romantic Comedy,2006,NA,NA,NA,NA,Native-born,North America (US),US,Male,Caucasian,NA
Date Movie,Aaron Seltzer,Paul Schiff,20th Century Fox,Shawn Maurer,Alyson Hannigan,Adam Campbell,Sophie Monk,Eddie Griffin,Fred Willard,Romantic Comedy,2006,1,48545760,2.00E+07,2.00E+07,Foreign-born,North America (Canada),Canada,Male,Caucasian,36597739
Dave Chappelle's Block Party,Michel Gondry,Dave Chappelle,Focus Features,Ellen Kuras,Fugees,Dead Prez,The Roots,Central State University March,The Brooklyn Steppers,Comedy,2006,1,11694528,5.00E+06,3.00E+06,Foreign-born,Europe,France,Male,Caucasian,333329
Day on Fire,Jay Anania,Susan R Rodgers,NA,Kat Westergaard,Judy Kuhn,Alyssa Sutherland,Olympia Dukakis,Carmen Chaplin,Martin Donovan,Drama,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dead Lenny,Serge Rodnunsky,NA,NA,NA,Nicole Eggert,Steven Bauer,Armand Assante,John Heard,Joe Piscopo,Comedy,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Death & Texas,Kevin B DiNovis,Stephen Israel,Neofight Film,Jonathan Kovel,Charles Durning,Steve Harris,Corbin Bernsen,Jello Biafra,Pam Chapman,Comedy,2006,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Death of Two Sons,Micah Schaffer,Micah Schaffer,NA,Cary Fukunaga,Kadiatou Diallo,Mamadou Korka Diallo,Rick Thyne,Modi Oury Diallo,Alpha Omar Diallo,Documentary,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
December Ends,Lee Toland Krieger,Lee Toland Krieger,NA,Daniel S Haas,Josh Janowicz,Alex Thayer,Justin Matthews,Barrett James,Bill Buell,Drama,2006,NA,NA,NA,NA,Native-born,North America (US),US,Male,Caucasian,NA
Deck The Halls,John P. Whitesell,Michael Costigan,20th Century Fox,Mark Irwin),Danny DeVito,Matthew Broderick,Kristin Chenoweth,Kristin Davis,Alia Shawkat,Comedy,2006,4,35092918,4.00E+07,NA,Native-born,North America (US),US,NA,NA,NA
Deep Sea,Howard Hall,Toni Myers,Warner Bros.,Howard Hall,NA,NA,NA,NA,NA,Documentary,2006,1,46560305,1.00E+06,NA,NA,NA,NA,NA,NA,NA
Deeper Than Y,Ilona Siller,Lane Siller,NA,NA,NA,NA,NA,NA,NA,Documentary,2006,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Déjà vu,Tony Scott,Jerry Bruckheimer,Walt Disney,Paul A. Cameron,Denzel Washington,Val Kilmer,Paula Patton,Bruce Greenwood,Adam Goldberg,Thriller,2006,4,64034835,7.50E+07,NA,Foreign-born,NA,NA,NA,NA,NA
Deliver Us From Evil,Amy Berg,Amy Berg,Lionsgate,Jacob Kusk,NA,NA,NA,NA,NA,Documentary,2006,4,196585,1.00E+06,NA,NA,NA,NA,Female,NA,NA
Dirty,Chris Fisher,David Hillary,Silver Nitrate Entertainment,Eliot Rockett,Cuba Gooding Jr.,Cole Hauser,Wyclef Jean,Keith David,Wood Harris,Crime,2006,1,271078,3.00E+06,NA,Native-born,North America (US),US,NA,NA,NA
Dog Lover's Symphony,Ted Fukuda,NA,Tehito Film,Tetsuya Fukuda,NA,NA,NA,NA,NA,Drama,2006,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Domestic Import,Kevin O'Connor,Andrea Malmut,Wildcat Releasing,NA,NA,NA,NA,NA,NA,Comedy,2006,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Don't Come Knocking,Wim Wenders,Ulrich Felsberg,Sony Pictures,Franz Lustig,Sam Shepard,Jessica Lange,Gabriel Mann,Eva Marie Saint,Marieh Delfino,Adventure,2006,1,438732,1.10E+07,NA,Foreign-born,Europe,Germany,Male,Caucasian,NA
Don't Trip...He Ain't Through With Me Yet!,Leslie Small,Jeff Clanagan,Freestyle Digital Media,Brad Mackie,NA,NA,NA,NA,NA,Comedy,2006,1,319088,5.00E+05,NA,NA,NA,NA,Male,NA,NA
Down in the Valley,David Jacobson,Edward Norton,ThinkFilm,Enrique Chediak,Edward Norton,Evan Rachel Wood,Bruce Dern,Rory Culkin,David Morse,Drama,2006,2,568695,8.00E+06,8.00E+06,Native-born,North America (US),US,NA,NA,404511
Downtown Locals,Rory Muir,Rory Muir,NA,Rory Muir,Julio Cesar Diaz,Victor Cretella,John Del Signore,Paul Lawrence,Kenny Legagneur,Documentary,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drawing Restraint 9,Matthew Barney,Barbara Gladstone,IFC Films,Peter Strietmann,Matthew Barney,Shiro Nomura,Mayumi Miyata,Björk,Susil Osoma,Fantasy,2006,1,225041,1.00E+06,NA,NA,NA,NA,Male,NA,NA
Dreamgirls,Bill Condon,Laurence Mark,Paramount Pictures,Tobias Schliessler,Beyoncé,Jamie Foxx,Eddie Murphy,Danny Glover,Jennifer Hudson,Drama,2006,4,103338338,7.00E+07,7.50E+07,Native-born,North America (US),US,Male,Caucasian,52342739
Dreamland,Jason Matzner,Douglas Mankoff,NA,Jonathan Sela),Agnes Bruckner,Kelli Garner,Justin Long,John Corbett,Brian Klugman,Drama,2006,4,NA,2.00E+06,NA,NA,NA,NA,NA,NA,NA
East of Paradise,Lech Kowalski,Odile Allard,NA,Lech Kowalski,Maria Werla Kowalski,NA,NA,NA,NA,Documentary,2006,NA,NA,NA,NA,Native-born,North America (US),US,NA,NA,NA
Eating Out 2: Sloppy Seconds,Phillip J Bartell,J.D. DiSalvatore,Ariztical Entertainment,Lisa Wiegand,Marco Dapper,Jim Verraros,Emily Brooke Hands,Rebekah Kochan,Brett Chukerman,Romantic Comedy,2006,4,NA,2.00E+06,NA,Native-born,North America (US),US,NA,NA,NA
Edmond,Stuart Gordon,Chris Hanley,First Independent Pictures,Denis Maloney,William H. Macy,Julia Stiles,Joe Mantegna,Rebecca Pidgeon,Mena Suvari,Drama,2006,3,131617,1.00E+07,NA,Native-born,North America (US),US,NA,NA,NA
Edward Said: The Last Interview,Mike Dibb,D D Guttenplan,Icarus Films,NA,Charles Glass,Edward Said,NA,NA,NA,Documentary,2006,4,NA,NA,NA,Foreign-born,NA,British,NA,NA,NA
Eight Below,Frank Marshall,David Hoberman,Walt Disney,Don Burgess,Paul Walker,Bruce Greenwood,Moon Bloodgood,Jason Biggs,Gerard Plunkett,Action,2006,1,81583096,4.00E+07,4.00E+07,Native-born,North America (US),US,NA,NA,38843429
El Cortez,Stephen Purvis,Dennis Bishop,Three-Four Productions,Robert F Smith,Lou Diamond Phillips,Bruce Weitz,Glenn Plummer,Tracy Middendorf,James McDaniel,Drama,2006,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elusion,Tex Thayer,NA,NA,Tex Thayer,NA,NA,NA,NA,NA,Documentary,2006,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Employee of the Month,Greg Coolidge,Andrew Panay,Lionsgate,Anthony B Richmond,Dane Cook,Jessica Simpson,Dax Shepard,Efren Ramirez,Harland Williams,Comedy,2006,4,28435406,1.20E+07,1.00E+07,Native-born,North America (US),US,Male,NA,9920000
Encounter Point,Ronit Avni,Nahanni Rous,Just Vision,Mickey Elkeles,Ali Abu Awwad,Robi Damelin,Shlomo Zagman,Sami Al Jundi,Tzvika Shahak,Documentary,2006,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
End of the Spear,Jim Hanon,Bill Ewing,Mpower Releasing,Robert A Driskell Jr.,Chad Allen,Louie Leonardo,Jack Guzman,Christina Souza,Chase Ellison,Drama,2006,1,11703287,1.00E+07,NA,NA,NA,NA,NA,NA,NA
Eragon,Stefen Fangmeier,John Davis,20th Century Fox,Hugh Johnson,Ed Speleers,Jeremy Irons,John Malkovich,Djimon Hounsou,Sienna Guillory,Family,2006,4,75030163,1.00E+08,1.00E+08,Native-born,North America (US),US,NA,NA,174457952
Erosion,Ann Lu,Peiti Feng,Erosion,Neal L Fredericks,Emmanuel Xuereb,Charis Michelsen,Lee Holmes,Oz Perkins,Jenya Lano,Drama,2006,2,NA,NA,NA,Foreign-born,NA,NA,NA,NA,NA
Ever Again,Richard Trank,Rabbi Marvin Hier,Moriah Films,Jeffrey Victor,Rabbi Marvin Hier,Alan Dershowitz,NA,NA,NA,Documentary,2006,4,10802,1.00E+06,NA,NA,NA,NA,Male,NA,NA
Everyone's Hero,Colin Brady,Ron Tippe,20th Century Fox,Jan Carlee,Whoopi Goldberg,Rob Reiner,Jake T. Austin,William H. Macy,Brian Dennehy,Animated,2006,3,14522427,6.00E+07,NA,NA,NA,NA,NA,NA,2477336
Excellent Cadavers,Marco Turco,Vania Del Borgo,Icarus Films,Franco Lecca,NA,NA,NA,NA,NA,Documentary,2006,3,10390,2.00E+06,NA,Foreign-born,NA,Italian ,Male,NA,NA
Expiration Date,Rick Stevenson,Rick Stevenson,Road Kill Productions,Bruce Worrall,Nakotah Larance,Ned Romero,David Keith,Dee Wallace Stone,Sascha Knopf,Romantic Comedy,2006,3,NA,NA,NA,Native-born,North America (US),US,NA,NA,NA
Exposed,Misti Barnes,Joseph Smith,Mainline Releasing,Peter Ney,Gia Carides,Lumi Cavazos,Brenda Strong,Tate Donovan,Tom Irwin,Comedy,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fabulous! The Story Of Queer Cinema,Lesli Klainberg,Lisa Ades,NA,NA,Todd Haynes,Ang Lee,Jennie Livingston,Heather Matarazzo,John Cameron Mitchell,Documentary,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Facing the Giants,Alex Kendrick,David Nixon,IDP/Goldwyn/Roadside,Bob M. Scott,Alex Kendrick,Shannen Fields,Chris Willis,Tracy Goode,Bailey Cave,Drama,2006,3,10174663,1.00E+05,1.00E+05,Native-born,North America (US),US,Male,NA,64828
Factory Girl,George Hickenlooper,Aaron Richard Golub,The Weinstein Company,Michael Grady,Guy Pearce,Sienna Miller,Hayden Christensen,Jimmy Fallon,Meredith Ostrom,Biopic,2006,4,NA,7.00E+06,NA,NA,NA,NA,NA,NA,NA
Factotum,Bent Hamer,Bent Hamer,IFC Films,John Christian Rosenlund,Matt Dillon,Marisa Tomei,Lili Taylor,Didier Flamand,Karen Young,Drama,2006,3,808221,2500000,NA,Foreign-born,Europe,Norway,Male,NA,2362800
Failure to Launch,Tom Dey,Scott Rudin,Paramount Pictures,Claudio Miranda,Matthew McConaughey,Sarah Jessica Parker,Zooey Deschanel,Justin Bartha,Bradley Cooper,Romantic Comedy,2006,1,88658172,5.00E+07,5.00E+07,NA,NA,NA,NA,NA,39687709
Fall to Grace,Mari Marchbanks,Vicky Boone,Truly Indie,Jay Lipa,Rene Alvarado,Ricardo Azulay,Cassidy Johnson,Gabriel Luna,Kira Pozehl,Drama,2006,2,7047,3.00E+06,NA,NA,NA,NA,NA,NA,NA
FAQs,Everett Lewis,Tom Abell,NA,Gavin Kelly),Minerva Vier,Joseph Liao,Vince Parenti,Allan Louis,Adam Larson,Drama,2006,1,1407,250000,NA,Native-born,North America (US),US,NA,NA,NA
Fast Food Nation,Richard Linklater,Jeremy Thomas,Fox Searchlight,Lee Daniel,Catalina Sandino Moreno,Wilmer Valderrama,Ana Claudia Talancon,Greg Kinnear,Bobby Cannavale,Drama,2006,4,1004059,1.50E+07,NA,Native-born,North America (US),US,Male,Caucasian,NA
Favela Rising,Jeff Zimbalist,Matt Mochary,HBO/Cinemax Documentary Films,Jeff Zimbalist,NA,NA,NA,NA,NA,Documentary,2006,2,NA,NA,NA,Native-born,North America (US),US,Male,NA,NA
Feast,John Gulager,Mike Leahy,Weinstein/Dimension,Thomas L Callaway,Jason Mewes,Henry Rollins,Krista Allen,Balthazar Getty,Navi Rawat,Horror,2006,3,NA,3900000,3200000,Native-born,North America (US),US,NA,NA,634741
Feel,Matt Mahurin,Tim Chambers,NA,Matt Mahurin,NA,NA,NA,NA,NA,Drama,2006,NA,NA,NA,NA,Native-born,North America (US),US,NA,NA,NA
Fifty Pills,Theo Avgerinos,Matthew Perniciaro,NA,Harris Charalambous,Kristen Bell,Lou Taylor Pucci,John Hensley,Nora Zehetner,Eddie Kaye Thomas,Comedy,2006,NA,NA,NA,NA,Native-born,North America (US),US,Male,NA,NA
Film Geek,James Westby,Byrd McDonald,First Run Features,Jason Hughes,Melik Malkasian,Tyler Gannon,Matt Morris,NA,NA,Comedy,2006,1,17341,10000,NA,NA,NA,NA,NA,NA,NA
Film School Confidential,Douglas Underdahl,Douglas Underdahl,Long Valley Equipment,Bruce Wodder,Stephanie Paul,Christina Kelsey,Stephen Heskett,Ethan Aronoff,Chuck Worthington,Comedy,2006,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Final Destination 3,James Wong,Warren Zide,New Line Cinema,Robert McLachlan,Mary Elizabeth Winstead,Ryan Merriman,Kris Lemche,Alexz Johnson,Sam Easton,Horror,2006,1,54098051,2.50E+07,2.50E+07,Foreign-born,NA,NA,NA,NA,58700000
Find Me Guilty,Sidney Lumet,T.J. Mancini,Freestyle Releasing,Ron Fortunato,Vin Diesel,Ron Silver,Annabella Sciorra,Peter Dinklage,Linus Roache,Drama,2006,1,1173673,1.30E+07,1.30E+07,Native-born,North America (US),US,NA,NA,1724552
Firewall,Richard Loncraine,Jonathan Shestack,Warner Bros.,Marco Pontecorvo,Harrison Ford,Paul Bettany,Virginia Madsen,Mary Lynn Rajskub,Robert Patrick,Action,2006,1,48745150,6.00E+07,5.00E+07,Foreign-born,Europe,United Kingdom,Male,Caucasian,3.40E+07
Five Fingers,Laurence Malkin,Michael Lionello Cowan,Lionsgate,Alexander Gruszynski,Laurence Fishburne,Ryan Phillippe,Touriya Haoud,Isa Hoes,Colm Meaney,Thriller,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flags of Our Fathers,Clint Eastwood,Clint Eastwood,Paramount Pictures,Tom Stern,Ryan Phillippe,Adam Beach,Jesse Bradford,Jamie Bell,Paul Walker,Historical,2006,4,33574332,9.00E+07,5.30E+07,Native-born,North America (US),US,Male,Caucasian,30055565
Flannel Pajamas,Jeff Lipsky,Brian Devine,Gigantic Pictures,Martina Radwan,NA,NA,NA,NA,NA,Drama,2006,4,123301,470000,NA,NA,NA,NA,Male,NA,NA
Flicka,Michael Mayer,Gil Netter,20th Century Fox,J Michael Muro,Alison Lohman,Tim McGraw,Ryan Kwanten,Maria Bello,Danny Pino,Drama,2006,4,20998709,1.50E+07,1.50E+07,Native-born,North America (US),US,Male,Caucasian,896220
Flushed Away,Sam Fell,Peter Lord,Paramount Pictures,NA,Hugh Jackman,Kate Winslet,Andy Serkis,Shane Richie,Bill Nighy,Animated,2006,4,64459316,1.49E+08,1.49E+08,NA,NA,NA,NA,NA,114691454
Flyboys,Tony Bill,Dean Devlin,MGM,Henry Braham,James Franco,Jean Reno,David Ellison,Martin Henderson,Jenny Decker,Drama,2006,3,13082288,6.00E+07,6.00E+07,NA,NA,NA,NA,NA,1725749
Follow My Voice: With the Music of Hedwig,Katherine Linton,Kim Connell,NA,Joel Pomeroy,John Cameron Mitchell,Stephen Trask,Angelo Santiago,Tenaja Jordan,Rafael Ramos,Documentary,2006,NA,NA,NA,NA,Native-born,North America (US),US,NA,NA,NA
Following Sean,Ralph Arlyck,Ralph Arlyck,Upstate Films,Tom Tucker,NA,NA,NA,NA,NA,Documentary,2006,2,NA,NA,NA,Native-born,North America (US),US,NA,NA,NA
For the Love of Dolly,Tai Uhlmann,Valerie Stadler,NA,Claire Cario,NA,NA,NA,NA,NA,Documentary,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
For Your Consideration,Christopher Guest,Karen Murphy,Warner Bros.,Roberto Schaefer,Catherine O'Hara,Eugene Levy,Harry Shearer,Christopher Guest,John Michael Higgins,Comedy,2006,4,5542025,1.20E+07,NA,Native-born,North America (US),US,Male,Caucasian,NA
Forgiven,Paul Fitzgerald,Kelly Miller,NA,Vanja Cernjul,Cooper Agar,Don Henderson Baker,Al Butler,Paul Fitzgerald,Susan Floyd,Drama,2006,NA,NA,NA,NA,Native-born,North America (US),US,NA,NA,NA
Forgiving Dr. Mengele,Cheri Pugh,Bob Hercules,First Run Features,Keith Walker,NA,NA,NA,NA,NA,Documentary,2006,2,10403,5.00E+05,NA,NA,NA,NA,NA,NA,NA
Forgiving the Franklins,Jay Floyd,Jay Floyd,Regent Releasing,NA,Aviva,Tracy Berna,Teresa Willis,Vince Pavia,Andy Forrest,Comedy,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Four Eyed Monsters,Arin Crumley,Arin Crumley,Less Life Lived Productions,Arin Crumley,Arin Crumley,Susan Buice,Marc Scrivo,Joe Griffin,Brad Calcaterra,Drama,2006,4,NA,2.00E+06,NA,Native-born,North America (US),US,Unknown,NA,NA
Frankensteins Bloody Nightmare,John R Hand,John R Hand,JRH Films,NA,John R Hand,Amy Olivastro,Chester Delacruz,Chip Chism,Wade Best,Horror,2006,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Freedomland,Joe Roth,Scott Rudin,Sony Pictures,Anastas Michos,Samuel L. Jackson,Julianne Moore,Edie Falco,Ron Eldard,William Forsythe,Crime,2006,1,12512886,3.50E+07,NA,Native-born,North America (US),US,NA,NA,2138330
Friends With Money,Nicole Holofcener,Anthony Bregman,Sony Pictures,Terry Stacey,Jennifer Aniston,Catherine Keener,Frances McDormand,Joan Cusack,Jason Isaacs,Comedy,2006,2,13367101,6.00E+06,NA,Native-born,North America (US),US,Female,Caucasian,NA
Fuck,Steve Anderson,Steve Anderson,ThinkFilm,Andre Fontanelle,Janet M LaRue,Bill Maher,Dave Marsh,Judith Martin,Michael Medved,Documentary,2006,4,19791,NA,NA,Native-born,North America (US),US,Male,NA,NA
Fur: An Imaginary Portrait of Diane Arbus,Steven Shainberg,Bonnie Timmermann,Picturehouse,Bill Pope,Nicole Kidman,Robert Downey Jr.,Ty Burrell,Jane Alexander,Harris Yulin,Biopic,2006,4,220914,NA,NA,Native-born,North America (US),US,Male,Caucasian,NA
Game 6,Michael Hoffman,Amy Robinson,Kindred Media Group,David Dunlap,Michael Keaton,Griffin Dunne,Bebe Neuwirth,Ari Graynor,Shalom Harlow,Comedy,2006,1,128088,2.00E+06,NA,NA,NA,NA,NA,NA,NA
Garfield: A Tail of Two Kitties,Tim Hill,John Davis,20th Century Fox,Peter Collister),Jennifer Love Hewitt,Breckin Meyer,Bill Murray,Lucy Davis,Billy Connolly,Animated,2006,2,28424210,5.00E+07,6.00E+07,Native-born,North America (US),US,NA,NA,119558626
Giuliani Time,Kevin Keating,Williams Rossa Cole,Cinema Libre Studio,Mustafa Barat,NA,NA,NA,NA,NA,Documentary,2006,2,21967,1.00E+06,NA,NA,NA,NA,NA,NA,NA
Glory Road,James Gartner,Jerry Bruckheimer,Walt Disney,Jeffrey L Kimball,Josh Lucas,Derek Luke,Austin Nichols,Evan Jones,Mehcad Brooks,Drama,2006,1,42643187,2.50E+07,3.00E+07,NA,NA,NA,NA,NA,151611
Goal! The Dream Begins,Danny Cannon,Matt Barrelle,Walt Disney,Michael Barrett,Kuno Becker,Stephen Dillane,Anna Friel,Marcel Iures,Alessandro Nivola,Drama,2006,2,4280577,3.00E+07,3.30E+07,NA,NA,NA,NA,NA,23327618
Going Under,Eric Werthman,Jessica Gohlke,Argot Pictures,Vladimir Subotic,Roger Rees,Geno Lechner,Kit Flanagan,Sara Ramirez,Miho Nikaido,Drama,2006,2,NA,50000,NA,NA,NA,NA,NA,NA,NA
Grand Opening,Eddy Duran,NA,NA,NA,Aida Angotti,Brent Buell,Jonathan Duran,NA,NA,Comedy,2006,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grandma's Boy,Nick Goossen,Allen Covert,20th Century Fox,Mark Irwin),Allen Covert,Peter Dante,Jonathan Loughran,Nick Swardson,Joel David Moore,Comedy,2006,1,6087218,1.50E+07,NA,Native-born,North America (US),US,NA,NA,NA
Gretchen,Steve Collins,Lars Knudsen,NA,P.J. Raval,Stephen Root,Becky Ann Baker,Macon Blair,John Merriman,Courtney Davis,Comedy,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gridiron Gang,Phil Joanou,Lee Stanley,Sony Pictures,Jeff Cutter),Dwayne Johnson,Xzibit,Kevin Dunn,Leon Rippy,Jade Yorker,Drama,2006,3,38432823,3.00E+07,3.00E+07,Native-born,North America (US),US,Male,Caucasian,3025011
Grip: A Criminal's Story,King Jeff,King Jeff,JeTi Films,King Jeff,King Jeff,El Timo,Gorio,Brian Lanigan,NA,Action,2006,NA,1064,NA,NA,NA,NA,NA,NA,NA,NA
Hair High,Bill Plympton,Bill Plympton,Plymptoons,John Donnelly,Dermot Mulroney,Beverly D'Angelo,Keith Carradine,David Carradine,Matt Groening,Animated,2006,4,NA,5.00E+06,NA,Native-born,North America (US),US,Male,Caucasian,NA
Half Nelson,Ryan Fleck,Anna Boden,ThinkFilm,Andrij Parekh,Ryan Gosling,Shareeka Epps,Anthony Mackie,Monique Gabriela Curnen,Karen Chilton,Drama,2006,3,2694973,7.00E+05,7.00E+05,Native-born,North America (US),US,Male,Caucasian,2213787
Hamilton,Matthew Porterfield,Jordan Mintzer,NA,Jeremy Saulnier,Christopher H Myers,Stephanie Vizzi,Sarah Seipp-Williams,Gina Christine Mooers,Jasmine Bazinet-Phillips,Drama,2006,3,NA,NA,NA,NA,NA,NA,Male,NA,NA
Happy Feet,George Miller,George Miller,Warner Bros.,Andrew Lesnie,Elijah Wood,Robin Williams,Brittany Murphy,Hugh Jackman,Nicole Kidman,Family,2006,4,197992827,1.00E+08,8.50E+07,Foreign-born,Oceania,Australia,Male,NA,1.87E+08
Hard Candy,David Slade,David W. Higgins,Lionsgate,Jo Willems,Ellen Page,Patrick Wilson,Sandra Oh,Gilbert John,Odessa Rae,Thriller,2006,2,1007962,1.00E+06,NA,Foreign-born,Europe,United Kingdom,Male,NA,NA
Hard Scrambled,David Scott Hay,James P Mercurio,NVF Slate One,Matthew Heckerling,Kurtwood Smith,Richard Edson,Beth Grant,Eyal Podell,Alanna Ubach,Drama,2006,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harsh Times,David Ayer,Andrea Sperling,MGM,Steve Mason,Christian Bale,Freddy Rodriguez,Eva Longoria,Tammy Trull,Adriana Millan,Drama,2006,4,3335839,2400000,2.00E+06,Native-born,North America (US),US,Male,Caucasian,2887373
Hate Crime,Tommy Stovall,Ken Byrnes,Pasidg Productions,Ian Ellis,Seth Peterson,Bruce Davison,Chad E Donella,Susan Blakely,Giancarlo Esposito,Drama,2006,1,40758,1.00E+06,NA,NA,NA,NA,Male,NA,NA
Haven,Frank E Flowers,Robbie Brenner,Yari Film Group Releasing,Michael Bernard,Victor Rasuk,Anthony Mackie,Bill Paxton,Orlando Bloom,Joy Bryant,Crime,2006,3,136823,3500000,NA,NA,NA,NA,NA,NA,NA
Headhunter,Paul Tarantino,Paul Tarantino,NA,Seth Kotok,Benjamin John Parrillo,Mark Aiken,Kristi Clainos,Matt Bushell,Ralph Lister,Horror,2006,NA,NA,NA,NA,Native-born,North America (US),US,NA,NA,NA
Headspace,Andrew van den Houten,Andrew van den Houten,Freestyle Digital Media,William Miller,Sean Young,Larry Fessenden,Mark Margolis,Christopher Denham,Dee Wallace Stone,Drama,2006,1,NA,NA,NA,Native-born,North America (US),US,NA,NA,NA
Heaven's Fall,Terry Green,Wade Danielson,NA,Paul Sanchez,Timothy Hutton,Leelee Sobieski,David Strathairn,Azura Skye,Bill Sage,Crime,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Herbie Hancock: Possibilities,Doug Biro,Alex Gibney,Magnolia Pictures,Doug Biro,NA,NA,NA,NA,NA,Documentary,2006,2,1772,5.00E+05,NA,NA,NA,NA,NA,NA,NA
High Hopes,Joe Eckardt,Joe Eckardt,Maple Pictures Corporation,Dana W. Gonzales,Corin Nemec,David Faustino,Jason Mewes,Jason Marsden,Lacey Chabert,Comedy,2006,NA,NA,NA,NA,Native-born,North America (US),US,NA,NA,NA
High Score,Jeremy Mack,Jeremy Mack,NA,NA,Robert Mruczek,Terry Nelson,Alison Vick,Bill Carlton,NA,Documentary,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Holidaze: The Christmas That Almost Didn't Happen,David H Brooks,Andi Copley,NA,Christopher Lee Warren,NA,NA,NA,NA,NA,Family,2006,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Holla,H.M. Coakley,Camille Irons,Lionsgate,Ryan Postas,Shelli Boone,Micheal Bergin,Charles Porter,Young Sir,Kimberly Barnett,Thriller,2006,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hollywood,Rick Rose,Rick Rose,Cheshire Pictures,Joeseph Loyola,Katherine Azarmi,Liz Carey,Natalie Compagno,Marieh Delfino,Martini Paratore,Drama,2006,4,NA,NA,NA,Native-born,North America (US),US,NA,NA,NA
Hollywoodland,Allen Coulter,Glenn Williamson,Focus Features,Jonathan Freeman,Adrien Brody,Diane Lane,Ben Affleck,Bob Hoskins,Kathleen Robertson,Biopic,2006,3,14415222,2.00E+07,NA,Native-born,North America (US),US,NA,NA,2400000
Home,Jeffrey M Togman,Jeffrey M Togman,Kikker Arts LLC,Pierre Defendini,Sheree Farmer,Mary Rigby-Abernathy,NA,NA,NA,Documentary,2006,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
Home of the Brave,Irwin Winkler,Irwin Winkler,MGM,NA,Samuel L. Jackson,Jessica Biel,Christina Ricci,50 Cent,Brian Presley,Drama,2006,4,40830,1.20E+07,NA,Native-born,North America (US),US,NA,NA,NA
Hoot,Wil Shriner,Frank Marshall,New Line Cinema,Michael Chapman,Luke Wilson,Logan Lerman,Brie Larson,Tim Blake Nelson,Cody Linley,Mystery,2006,2,8080116,1.50E+07,1.50E+07,Native-born,North America (US),US,NA,NA,107361
Hostel,Eli Roth,Mike Fleiss,Lionsgate,NA,Jay Hernandez,Derek Richardson,Eythor Gudjonsson,Jan Vlasák,Barbara Nedeljakova,Horror,2006,1,47277326,5.00E+06,4800000,Native-born,North America (US),US,Male,Caucasian,34914637
How to Eat Fried Worms,Bob Dolman,Mark Johnson,New Line Cinema,Richard Rutkowski,Luke Benward,Hallie Kate Eisenberg,Adam Hicks,Austin Rogers,Alexander Gould,Comedy,2006,3,13022756,1.20E+07,NA,Foreign-born,NA,NA,NA,NA,58469
